Matthew Huff,"Keller, Brown and Morris",0.3333333333333333
Matthew Huff,Martinez LLC,0.3333333333333333
Matthew Huff,"White, Mcdaniel and Woods",0.16666666666666666
Matthew Huff,Montoya Ltd,0.0
Matthew Huff,Guerrero Inc,0.0
Matthew Huff,Good Inc,0.0
Matthew Huff,Freeman-Dixon,0.3333333333333333
Matthew Huff,"Garcia, Wilson and Ferguson",0.3333333333333333
Matthew Huff,Lara Group,0.3333333333333333
Matthew Huff,Mclaughlin-Jarvis,0.16666666666666666
Matthew Huff,Alvarado-Nelson,0.16666666666666666
Matthew Huff,"Johnson, Jimenez and Schultz",0.0
Matthew Huff,"Johnson, Jimenez and Schultz",0.0
Matthew Huff,Alvarado-Nelson,0.16666666666666666
Matthew Huff,Guerrero Inc,0.0
Matthew Huff,"Garcia, Wilson and Ferguson",0.3333333333333333
Matthew Huff,Whitehead Group,0.3333333333333333
Matthew Huff,Freeman-Dixon,0.3333333333333333
Matthew Huff,Hall LLC,0.3333333333333333
Matthew Huff,"White, Mcdaniel and Woods",0.16666666666666666
Matthew Huff,Jones Inc,0.0
Matthew Huff,Murphy LLC,0.16666666666666666
Matthew Huff,Cox and Sons,0.16666666666666666
Matthew Huff,Schwartz LLC,0.3333333333333333
Matthew Huff,"Bennett, Bernard and Rogers",0.0
Matthew Huff,"Keller, Brown and Morris",0.3333333333333333
Matthew Huff,Miller-Johnston,0.16666666666666666
Matthew Huff,Mclaughlin-Jarvis,0.16666666666666666
Matthew Huff,Cox and Sons,0.16666666666666666
Matthew Huff,"Kelly, Phillips and Gill",0.3333333333333333
Matthew Huff,Smith-Short,0.0
Matthew Huff,"White, Mcdaniel and Woods",0.16666666666666666
Matthew Huff,Alvarado-Nelson,0.16666666666666666
Matthew Huff,Miller-Johnston,0.16666666666666666
Matthew Huff,"Davidson, Ray and Watkins",0.0
Matthew Huff,"Keller, Brown and Morris",0.3333333333333333
Matthew Huff,Garza-Estrada,0.3333333333333333
Matthew Huff,"Smith, Tran and Lawson",0.16666666666666666
Matthew Huff,"Gay, Wilson and Mcmillan",0.3333333333333333
Matthew Huff,Murphy LLC,0.16666666666666666
Elizabeth Stevens,Hall LLC,0.5
Elizabeth Stevens,Rowe-Frye,0.16666666666666666
Elizabeth Stevens,"White, Mcdaniel and Woods",0.3333333333333333
Elizabeth Stevens,"Kelly, Phillips and Gill",0.16666666666666666
Elizabeth Stevens,"Bennett, Bernard and Rogers",0.16666666666666666
Elizabeth Stevens,"Kelly, Phillips and Gill",0.16666666666666666
Elizabeth Stevens,"Gonzalez, Snyder and Hernandez",0.3333333333333333
Elizabeth Stevens,"Kelly, Phillips and Gill",0.16666666666666666
Elizabeth Stevens,Glenn-Hicks,0.16666666666666666
Elizabeth Stevens,Montoya Ltd,0.3333333333333333
Elizabeth Stevens,Williams LLC,0.16666666666666666
Elizabeth Stevens,"Phillips, Conley and Cross",0.16666666666666666
Elizabeth Stevens,Espinoza-Wade,0.0
Elizabeth Stevens,Jones Inc,0.0
Elizabeth Stevens,Chapman-Hull,0.3333333333333333
Elizabeth Stevens,Schwartz LLC,0.5
Elizabeth Stevens,Schwartz LLC,0.5
Elizabeth Stevens,"Keller, Brown and Morris",0.5
Elizabeth Stevens,"Phillips, Conley and Cross",0.16666666666666666
Elizabeth Stevens,Miller-Johnston,0.16666666666666666
Elizabeth Stevens,Schmitt-Kim,0.16666666666666666
Elizabeth Stevens,"Smith, Tran and Lawson",0.3333333333333333
Elizabeth Stevens,Miller-Johnston,0.16666666666666666
Elizabeth Stevens,Martinez LLC,0.3333333333333333
